Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),14/12/2024,11,"1.105,593",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,12,"1.104,329",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,13,"985,192",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,14,"1.011,874",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,15,"1.076,015",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,16,"395,553",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,17,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,18,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,19,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,20,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,21,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,22,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,23,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),14/12/2024,24,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,1,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,2,"10,185",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,3,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,4,"29,319",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,5,"23,594",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,6,"21,959",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,7,"24,740",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,8,"25,115",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,9,"25,180",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,10,"26,761",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,11,"23,167",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,12,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,13,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,14,"16,777",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,15,"24,136",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,16,"21,139",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,17,"25,582",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,18,"25,113",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,19,"23,278",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,20,"24,969",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,21,"27,223",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,22,"20,986",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,23,"15,968",Completo,AJUSTADO
RJAQTEENTR101 (L),15/12/2024,24,"15,892",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,1,"15,805",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,2,"16,797",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,3,"16,582",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,4,"15,648",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,5,"46,690",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,6,"832,487",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,7,"1.019,776",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,8,"1.197,396",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,9,"1.155,072",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,10,"1.111,143",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,11,"1.212,811",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,12,"1.137,912",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,13,"1.006,645",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,14,"1.106,572",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,15,"1.148,108",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,16,"1.119,060",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,17,"1.130,480",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,18,"335,679",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,19,"43,607",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,20,"44,272",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,21,"43,161",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,22,"33,886",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,23,"19,496",Completo,AJUSTADO
RJAQTEENTR101 (L),16/12/2024,24,"19,327",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,1,"19,381",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,2,"18,668",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,3,"19,049",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,4,"19,105",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,5,"58,369",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,6,"909,316",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,7,"989,912",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,8,"1.038,358",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,9,"1.087,843",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,10,"1.027,269",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,11,"968,047",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,12,"1.062,862",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,13,"881,962",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,14,"992,570",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,15,"961,813",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,16,"982,557",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,17,"1.014,540",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,18,"768,342",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,19,"38,561",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,20,"36,616",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,21,"33,450",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,22,"21,607",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,23,"22,130",Completo,AJUSTADO
RJAQTEENTR101 (L),17/12/2024,24,"20,575",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,1,"20,900",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,2,"21,031",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,3,"19,907",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,4,"19,467",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,5,"70,982",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,6,"788,741",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,7,"905,870",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,8,"1.042,169",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,9,"1.062,722",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,10,"1.073,211",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,11,"1.128,892",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,12,"1.155,260",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,13,"1.068,760",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,14,"1.091,670",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,15,"995,309",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,16,"987,754",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,17,"1.078,613",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,18,"409,362",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,19,"43,970",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,20,"38,572",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,21,"22,712",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,22,"19,177",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,23,"18,366",Completo,AJUSTADO
RJAQTEENTR101 (L),18/12/2024,24,"17,481",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,1,"16,680",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,2,"16,510",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,3,"15,545",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,4,"15,754",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,5,"15,794",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,6,"277,434",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,7,"331,373",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,8,"1.069,271",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,9,"1.122,366",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,10,"1.160,267",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,11,"1.154,809",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,12,"1.155,946",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,13,"1.092,117",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,14,"1.059,329",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,15,"1.109,577",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,16,"1.156,777",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,17,"1.161,003",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,18,"1.026,024",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,19,"34,603",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,20,"34,082",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,21,"34,710",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,22,"35,757",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,23,"33,205",Completo,AJUSTADO
RJAQTEENTR101 (L),19/12/2024,24,"25,729",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,1,"22,654",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,2,"17,720",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,3,"16,750",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,4,"16,551",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,5,"80,988",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,6,"854,959",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,7,"945,183",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,8,"1.158,593",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,9,"1.222,854",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,10,"1.175,755",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,11,"1.072,496",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,12,"1.168,938",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,13,"1.060,668",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,14,"1.107,010",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,15,"1.110,879",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,16,"1.116,921",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,17,"1.146,710",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,18,"471,002",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,19,"49,149",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,20,"42,708",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,21,"34,378",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,22,"18,415",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,23,"17,346",Completo,AJUSTADO
RJAQTEENTR101 (L),20/12/2024,24,"16,645",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,1,"15,682",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,2,"15,385",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,3,"15,261",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,4,"15,259",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,5,"15,450",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,6,"509,763",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,7,"1.148,822",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,8,"1.101,123",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,9,"1.030,168",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,10,"1.114,527",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,11,"1.171,731",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,12,"1.140,594",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,13,"1.147,042",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,14,"1.232,114",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,15,"1.174,355",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,16,"830,147",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,17,"448,072",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,18,"439,914",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,19,"367,118",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,20,"332,671",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,21,"26,992",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,22,"27,088",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,23,"25,856",Completo,AJUSTADO
RJAQTEENTR101 (L),21/12/2024,24,"25,138",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,1,"18,682",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,2,"17,377",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,3,"16,551",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,4,"27,892",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,5,"225,270",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,6,"1.143,338",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,7,"1.092,571",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,8,"1.178,430",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,9,"1.177,542",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,10,"1.221,786",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,11,"1.159,590",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,12,"1.114,967",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,13,"1.180,449",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,14,"1.188,424",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,15,"81,148",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,16,"39,289",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,17,"81,890",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,18,"23,969",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,19,"0,272",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,20,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,21,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,22,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,23,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),22/12/2024,24,"8,757",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,1,"27,359",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,2,"22,930",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,3,"16,447",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,4,"16,077",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,5,"16,568",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,6,"14,033",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,7,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,8,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,9,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,10,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,11,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,12,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,13,"2,684",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,14,"27,375",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,15,"21,203",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,16,"165,789",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,17,"73,388",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,18,"17,868",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,19,"22,002",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,20,"21,581",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,21,"18,540",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,22,"18,722",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,23,"17,420",Completo,AJUSTADO
RJAQTEENTR101 (L),23/12/2024,24,"16,844",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,1,"16,755",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,2,"16,394",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,3,"15,562",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,4,"16,245",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,5,"16,076",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,6,"14,913",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,7,"13,898",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,8,"14,386",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,9,"15,717",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,10,"16,909",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,11,"19,103",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,12,"16,236",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,13,"17,520",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,14,"17,814",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,15,"16,629",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,16,"15,719",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,17,"16,568",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,18,"18,081",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,19,"16,042",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,20,"16,585",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,21,"16,866",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,22,"19,193",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,23,"15,903",Completo,AJUSTADO
RJAQTEENTR101 (L),24/12/2024,24,"15,930",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,1,"15,366",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,2,"15,616",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,3,"14,912",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,4,"14,295",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,5,"14,107",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,6,"13,921",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,7,"15,713",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,8,"15,137",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,9,"15,802",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,10,"15,345",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,11,"17,033",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,12,"18,528",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,13,"15,373",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,14,"15,343",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,15,"16,944",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,16,"15,686",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,17,"18,680",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,18,"18,192",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,19,"16,941",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,20,"15,868",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,21,"15,909",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,22,"15,488",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,23,"15,401",Completo,AJUSTADO
RJAQTEENTR101 (L),25/12/2024,24,"16,103",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,1,"14,974",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,2,"14,721",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,3,"14,246",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,4,"13,785",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,5,"47,538",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,6,"879,030",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,7,"978,624",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,8,"994,556",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,9,"971,259",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,10,"1.051,293",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,11,"1.170,440",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,12,"806,254",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,13,"1.020,787",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,14,"1.172,874",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,15,"1.135,060",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,16,"1.005,744",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,17,"341,781",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,18,"870,468",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,19,"41,789",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,20,"42,198",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,21,"31,804",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,22,"24,092",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,23,"23,715",Completo,AJUSTADO
RJAQTEENTR101 (L),26/12/2024,24,"23,069",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,1,"19,027",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,2,"15,395",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,3,"14,850",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,4,"14,034",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,5,"14,103",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,6,"859,366",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,7,"1.037,511",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,8,"1.120,284",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,9,"1.136,177",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,10,"1.123,743",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,11,"1.220,090",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,12,"1.219,013",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,13,"1.103,253",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,14,"1.153,142",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,15,"1.178,740",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,16,"1.134,671",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,17,"1.208,193",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,18,"1.147,062",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,19,"37,716",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,20,"33,817",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,21,"31,743",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,22,"32,030",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,23,"26,268",Completo,AJUSTADO
RJAQTEENTR101 (L),27/12/2024,24,"22,946",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,1,"22,982",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,2,"22,042",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,3,"22,086",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,4,"18,072",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,5,"14,793",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,6,"969,951",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,7,"1.183,426",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,8,"1.167,620",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,9,"1.168,422",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,10,"1.135,716",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,11,"1.179,494",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,12,"1.193,145",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,13,"1.153,583",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,14,"1.183,029",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,15,"1.197,826",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,16,"817,669",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,17,"183,932",Completo,AJUSTADO
RJAQTEENTR101 (L),28/12/2024,18,"22,030",Completo,AJUSTADO
