Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),30/09/2024,20,"31,540",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/09/2024,21,"34,959",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/09/2024,22,"29,106",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/09/2024,23,"25,373",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/09/2024,24,"21,708",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/02/2025,1,"23,205",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,2,"18,382",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,3,"14,995",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,4,"18,205",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,5,"27,784",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,6,"277,307",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,7,"832,882",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,8,"932,969",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,9,"971,413",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,10,"978,677",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,11,"848,823",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,12,"942,495",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,13,"903,168",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,14,"974,097",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,15,"919,777",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,16,"368,896",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,17,"32,797",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,18,"30,464",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,19,"37,275",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,20,"29,424",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,21,"30,417",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,22,"27,821",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,23,"26,858",Completo,AJUSTADO
RJAQTEENTR101 (L),01/02/2025,24,"22,336",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,1,"18,852",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,2,"19,807",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,3,"19,992",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,4,"19,762",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,5,"19,793",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,6,"19,081",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,7,"17,317",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,8,"16,173",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,9,"16,455",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,10,"17,378",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,11,"19,653",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,12,"18,945",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,13,"20,797",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,14,"20,341",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,15,"17,172",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,16,"16,936",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,17,"18,430",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,18,"18,924",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,19,"19,164",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,20,"20,634",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,21,"20,685",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,22,"18,134",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,23,"17,598",Completo,AJUSTADO
RJAQTEENTR101 (L),02/02/2025,24,"16,910",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,1,"17,101",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,2,"18,228",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,3,"17,936",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,4,"17,856",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,5,"17,529",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,6,"43,842",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,7,"227,649",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,8,"1.155,636",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,9,"1.256,998",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,10,"1.249,536",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,11,"1.180,141",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,12,"1.143,996",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,13,"668,414",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,14,"1.200,638",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,15,"1.212,850",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,16,"1.233,280",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,17,"1.210,309",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,18,"597,286",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,19,"55,493",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,20,"31,604",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,21,"28,458",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,22,"25,770",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,23,"24,419",Completo,AJUSTADO
RJAQTEENTR101 (L),03/02/2025,24,"24,084",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,1,"24,343",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,2,"18,219",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,3,"17,241",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,4,"16,365",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,5,"23,363",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,6,"404,752",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,7,"661,730",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,8,"1.137,355",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,9,"1.147,067",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,10,"1.166,488",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,11,"1.243,915",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,12,"1.260,241",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,13,"671,582",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,14,"1.177,959",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,15,"1.210,680",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,16,"1.073,309",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,17,"1.184,406",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,18,"452,700",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,19,"33,840",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,20,"35,403",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,21,"30,156",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,22,"29,315",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,23,"27,264",Completo,AJUSTADO
RJAQTEENTR101 (L),04/02/2025,24,"25,986",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,1,"25,194",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,2,"21,606",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,3,"17,225",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,4,"16,745",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,5,"16,531",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,6,"347,869",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,7,"449,856",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,8,"1.122,262",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,9,"1.137,255",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,10,"1.211,876",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,11,"1.119,462",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,12,"1.257,499",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,13,"951,893",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,14,"1.203,936",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,15,"1.128,029",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,16,"1.134,013",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,17,"1.139,890",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,18,"433,110",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,19,"38,613",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,20,"37,503",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,21,"36,354",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,22,"38,938",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,23,"33,666",Completo,AJUSTADO
RJAQTEENTR101 (L),05/02/2025,24,"26,621",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,1,"25,603",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,2,"24,374",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,3,"23,682",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,4,"22,202",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,5,"17,054",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,6,"275,203",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,7,"419,059",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,8,"100,587",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,9,"95,640",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,10,"94,221",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,11,"202,572",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,12,"210,158",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,13,"351,968",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,14,"849,992",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,15,"804,076",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,16,"870,326",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,17,"1.064,217",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,18,"821,459",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,19,"36,108",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,20,"37,679",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,21,"32,136",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,22,"25,715",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,23,"20,988",Completo,AJUSTADO
RJAQTEENTR101 (L),06/02/2025,24,"20,334",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,1,"19,035",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,2,"18,656",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,3,"17,271",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,4,"16,959",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,5,"115,010",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,6,"896,003",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,7,"1.049,150",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,8,"1.065,854",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,9,"882,690",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,10,"1.225,079",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,11,"1.189,158",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,12,"1.229,939",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,13,"1.159,863",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,14,"1.103,333",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,15,"1.085,813",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,16,"1.217,654",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,17,"1.113,004",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,18,"452,782",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,19,"31,905",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,20,"30,481",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,21,"32,022",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,22,"28,352",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,23,"26,658",Completo,AJUSTADO
RJAQTEENTR101 (L),07/02/2025,24,"25,809",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,1,"25,436",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,2,"20,566",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,3,"18,023",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,4,"17,757",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,5,"17,898",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,6,"377,770",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,7,"1.164,879",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,8,"1.228,347",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,9,"1.235,410",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,10,"1.233,163",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,11,"1.231,527",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,12,"1.208,660",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,13,"1.148,878",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,14,"1.227,875",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,15,"1.157,090",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,16,"1.098,177",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,17,"1.076,130",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,18,"1.100,454",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,19,"1.118,788",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,20,"1.108,935",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,21,"174,491",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,22,"41,126",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,23,"42,380",Completo,AJUSTADO
RJAQTEENTR101 (L),08/02/2025,24,"44,170",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,1,"41,850",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,2,"31,454",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,3,"26,599",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,4,"26,083",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,5,"26,073",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,6,"28,449",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,7,"24,713",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,8,"25,187",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,9,"24,677",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,10,"20,764",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,11,"19,868",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,12,"18,654",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,13,"21,731",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,14,"19,532",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,15,"19,782",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,16,"18,198",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,17,"17,560",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,18,"17,266",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,19,"17,975",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,20,"17,046",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,21,"16,738",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,22,"17,658",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,23,"16,856",Completo,AJUSTADO
RJAQTEENTR101 (L),09/02/2025,24,"15,710",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,1,"15,463",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,2,"15,471",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,3,"15,749",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,4,"15,417",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,5,"36,166",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,6,"872,296",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,7,"981,489",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,8,"1.158,204",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,9,"1.201,992",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,10,"1.199,931",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,11,"1.140,614",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,12,"1.135,447",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,13,"551,025",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,14,"1.109,431",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,15,"1.147,070",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,16,"1.188,443",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,17,"1.152,121",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,18,"111,939",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,19,"29,923",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,20,"29,454",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,21,"28,261",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,22,"26,870",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,23,"26,572",Completo,AJUSTADO
RJAQTEENTR101 (L),10/02/2025,24,"25,280",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,1,"24,428",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,2,"24,443",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,3,"23,199",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,4,"18,030",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,5,"15,407",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,6,"14,976",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,7,"275,144",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,8,"1.107,362",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,9,"1.129,254",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,10,"1.141,271",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,11,"1.195,199",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,12,"1.010,970",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,13,"981,325",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,14,"1.004,715",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,15,"888,949",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,16,"894,421",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,17,"1.016,937",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,18,"582,065",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,19,"37,494",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,20,"35,965",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,21,"34,907",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,22,"32,306",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,23,"29,621",Completo,AJUSTADO
RJAQTEENTR101 (L),11/02/2025,24,"30,111",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,1,"29,506",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,2,"24,848",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,3,"21,492",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,4,"20,121",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,5,"24,023",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,6,"595,469",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,7,"647,669",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,8,"1.019,171",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,9,"1.052,530",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,10,"1.053,965",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,11,"1.056,264",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,12,"1.082,416",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,13,"675,759",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,14,"1.000,122",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,15,"957,089",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,16,"56,851",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,17,"47,083",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,18,"39,211",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,19,"26,909",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,20,"25,132",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,21,"28,935",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,22,"23,827",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,23,"23,101",Completo,AJUSTADO
RJAQTEENTR101 (L),12/02/2025,24,"22,621",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,1,"23,306",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,2,"22,665",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,3,"21,826",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,4,"21,182",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,5,"21,510",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,6,"21,933",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,7,"165,749",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,8,"1.024,601",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,9,"1.051,892",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,10,"1.053,638",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,11,"1.051,240",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,12,"1.059,345",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,13,"739,839",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,14,"985,702",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,15,"1.050,708",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,16,"1.072,443",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,17,"1.080,089",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,18,"139,937",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,19,"44,209",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,20,"36,271",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,21,"36,894",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,22,"31,569",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,23,"28,927",Completo,AJUSTADO
RJAQTEENTR101 (L),13/02/2025,24,"28,031",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,1,"26,953",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,2,"20,618",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,3,"21,362",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,4,"19,043",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,5,"19,177",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,6,"45,683",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,7,"111,528",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,8,"1.073,958",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,9,"1.166,460",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,10,"1.147,253",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,11,"1.000,281",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,12,"973,318",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,13,"866,607",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,14,"1.113,342",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,15,"1.273,324",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,16,"1.275,793",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,17,"1.273,783",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,18,"534,582",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,19,"28,012",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,20,"27,973",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,21,"33,412",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,22,"27,373",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,23,"25,267",Completo,AJUSTADO
RJAQTEENTR101 (L),14/02/2025,24,"23,386",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,1,"22,581",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,2,"22,770",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,3,"21,994",Completo,AJUSTADO
